atc_code;atc_name;ddd;uom;adm_r;note;TRAD
A04A;ANTIEMETICS AND ANTINAUSEANTS;NA;NA;NA;NA;ANTIEMÉTICOS Y ANTINAUSEABUNDOS
A04AA;Serotonin (5HT3) antagonists;NA;NA;NA;NA;ANTAGONISTAS DE LA SEROTONINA (5HT3)
A04AA01;ondansetron;16;mg;O;NA;ONDANSETRÓN
A04AA01;ondansetron;16;mg;P;NA;ONDANSETRÓN
A04AA01;ondansetron;16;mg;R;NA;ONDANSETRÓN
A04AA02;granisetron;2;mg;O;NA;GRANISETRÓN
A04AA02;granisetron;3;mg;P;NA;GRANISETRÓN
A04AA02;granisetron;3.1;mg;TD;NA;GRANISETRÓN
A04AA03;tropisetron;5;mg;O;NA;TROPISETRÓN
A04AA03;tropisetron;5;mg;P;NA;TROPISETRÓN
A04AA04;dolasetron;0.2;g;O;NA;DOLASETRON
A04AA04;dolasetron;0.1;g;P;NA;DOLASETRON
A04AA05;palonosetron;0.5;mg;O;NA;PALONOSTRÓN
A04AA05;palonosetron;0.25;mg;P;NA;PALONOSTRÓN
A04AA55;palonosetron, combinations;NA;NA;NA;NA;PALONOSTRÓN, COMBINACIONES
A04AD;Other antiemetics;NA;NA;NA;NA;OTROS ANTIEMÉTICOS
A04AD01;scopolamine;NA;NA;NA;NA;ESCOPOLAMINA
A04AD02;cerium oxalate;NA;NA;NA;NA;OXALATO DE CERIO
A04AD04;chlorobutanol;NA;NA;NA;NA;CLOROBUTANOL
A04AD05;metopimazine;15;mg;O;NA;METOPIMAZINA
A04AD05;metopimazine;15;mg;P;NA;METOPIMAZINA
A04AD10;dronabinol;NA;NA;NA;NA;DRONABINOL
A04AD11;nabilone;3;mg;O;NA;NABILONA
A04AD12;aprepitant;165;mg;O;NA;APREPITANT
A04AD12;aprepitant;150;mg;P;Refers to fosaprepitant;APREPITANT
A04AD13;casopitant;NA;NA;NA;NA;CASOPITANT
A04AD14;rolapitant;0.18;g;O;NA;ROLAPITANT
A04AD51;scopolamine, combinations;NA;NA;NA;NA;ESCOPOLAMINA, COMBINACIONES
A04AD54;chlorobutanol, combinations;NA;NA;NA;NA;CLOROBUTANOL, COMBINACIONES
A05;BILE AND LIVER THERAPY;NA;NA;NA;NA;TERAPIA BILIAR E HÍGADO
A05A;BILE THERAPY;NA;NA;NA;NA;TERAPIA BILIAR
A05AA;Bile acids and derivatives;NA;NA;NA;NA;ÁCIDOS BILIARES Y DERIVADOS
A05AA01;chenodeoxycholic acid;1;g;O;NA;ÁCIDO QUENODESOXICÓLICO
A05AA02;ursodeoxycholic acid;0.75;g;O;NA;ÁCIDO URSODESOXICÓLICO
A05AA03;cholic acid;NA;NA;NA;NA;ÁCIDO CÓLICO
A05AA04;obeticholic acid;10;mg;O;NA;ÁCIDO OBETICÓLICO
A05AA05;ursodoxicoltaurine;NA;NA;NA;NA;URSODOXICOLTAURINA
A05AB;Preparations for biliary tract therapy;NA;NA;NA;NA;PREPARACIONES PARA LA TERAPIA DE LAS VÍAS BILIARES
A05AB01;nicotinyl methylamide;NA;NA;NA;NA;NICOTINIL METILAMIDA
A05AX;Other drugs for bile therapy;NA;NA;NA;NA;OTROS FÁRMACOS PARA LA TERAPIA BILIAR
A05AX01;piprozolin;NA;NA;NA;NA;PIPROZOLINA
A05AX02;hymecromone;NA;NA;NA;NA;HIMECROMONA
A05AX03;cyclobutyrol;NA;NA;NA;NA;CICLOBUTIROL
A05AX04;maralixibat chloride;NA;NA;NA;NA;CLORURO DE MARALIXIBAT
A05AX05;odevixibat;NA;NA;NA;NA;ODEVIXIBAT
A05AX06;elafibranor;NA;NA;NA;NA;ELAFIBRANOR
A05B;LIVER THERAPY, LIPOTROPICS;NA;NA;NA;NA;TERAPIA HEPÁTICA, LIPOTRÓPICOS
A05BA;Liver therapy;NA;NA;NA;NA;TERAPIA HEPÁTICA
A05BA01;arginine glutamate;NA;NA;NA;NA;GLUTAMATO DE ARGININA
A05BA03;silymarin;NA;NA;NA;NA;SILIMARINA
A05BA04;citiolone;NA;NA;NA;NA;CITIOLONA
A05BA05;epomediol;NA;NA;NA;NA;EPOMEDIOL
A05BA06;ornithine oxoglurate;NA;NA;NA;NA;OXOGLURATO DE ORNITINA
A05BA07;tidiacic arginine;NA;NA;NA;NA;ARGININA TIDIACÁRICA
A05BA08;glycyrrhizic acid;NA;NA;NA;NA;ÁCIDO GLICIRRÍCICO
A05BA09;metadoxine;NA;NA;NA;NA;METADOXINA
A05BA10;phospholipids;NA;NA;NA;NA;FOSFOLÍPIDOS
A05C;DRUGS FOR BILE THERAPY AND LIPOTROPICS IN COMBINATION;NA;NA;NA;NA;FÁRMACOS PARA LA TERAPIA BILIAR Y LOS LIPOTRÓPICOS EN COMBINACIÓN
A06;DRUGS FOR CONSTIPATION;NA;NA;NA;NA;MEDICAMENTOS PARA EL ESTREÑIMIENTO
A06A;DRUGS FOR CONSTIPATION;NA;NA;NA;NA;MEDICAMENTOS PARA EL ESTREÑIMIENTO
A06AA;Softeners, emollients;NA;NA;NA;NA;SUAVIZANTES, EMOLIENTES
A06AA01;liquid paraffin;15;g;O;NA;PARAFINA LÍQUIDA
A06AA02;docusate sodium;0.15;g;O;NA;DOCUSATO SÓDICO
A06AA51;liquid paraffin, combinations;NA;NA;NA;NA;PARAFINA LÍQUIDA, COMBINACIONES
A06AB;Contact laxatives;NA;NA;NA;NA;LAXANTES DE CONTACTO
A06AB01;oxyphenisatine;10;mg;O;NA;OXIFENISTATINA
A06AB02;bisacodyl;10;mg;O;NA;BISACODILO
A06AB02;bisacodyl;10;mg;R;NA;BISACODILO
A06AB03;dantron;50;mg;O;NA;DANTRON
A06AB04;phenolphthalein;0.2;g;O;NA;FENOLFTALEÍNA
A06AB05;castor oil;20;g;O;NA;ACEITE DE RICINO
A06AB06;senna glycosides;NA;NA;NA;NA;GLUCÓSIDOS DE SEN
A06AB07;cascara;NA;NA;NA;NA;CÁSCARA
A06AB08;sodium picosulfate;5;mg;O;NA;PICOSULFATO DE SODIO
A06AB09;bisoxatin;0.12;g;O;NA;BISOXATINA
A06AB20;contact laxatives in combination;NA;NA;NA;NA;LAXANTES DE CONTACTO EN COMBINACIÓN
A06AB30;contact laxatives in combination with belladonna alkaloids;NA;NA;NA;NA;LAXANTES DE CONTACTO EN COMBINACIÓN CON ALCALOIDES DE BELLADONA
A06AB52;bisacodyl, combinations;NA;NA;NA;NA;BISACODILO, COMBINACIONES
A06AB53;dantron, combinations;NA;NA;NA;NA;DANTRON, COMBINACIONES
A06AB56;senna glycosides, combinations;NA;NA;NA;NA;GLUCÓSIDOS DE SEN, COMBINACIONES
A06AB57;cascara, combinations;NA;NA;NA;NA;CÁSCARA, COMBINACIONES
A06AB58;sodium picosulfate, combinations;NA;NA;NA;NA;PICOSULFATO DE SODIO, COMBINACIONES
A06AC;Bulk-forming laxatives;NA;NA;NA;NA;LAXANTES FORMADORES DE MASA
A06AC01;ispaghula (psylla seeds);7;g;O;NA;ISPAGHULA (SEMILLAS DE PSILLA)
A06AC02;ethulose;3;g;O;NA;ETULOSA
A06AC03;sterculia;8;g;O;NA;STERCULIA
A06AC05;linseed;NA;NA;NA;NA;LINAZA
A06AC06;methylcellulose;2;g;O;NA;METILCELULOSA
A06AC07;triticum (wheat fibre);10;g;O;NA;TRITICUM (FIBRA DE TRIGO)
A06AC08;polycarbophil calcium;2.5;g;O;NA;POLICARBÓFILO DE CALCIO
A06AC51;ispaghula, combinations;NA;NA;NA;NA;ISPAGHULA, COMBINACIONES
A06AC53;sterculia, combinations;NA;NA;NA;NA;STERCULIA, COMBINACIONES
A06AC55;linseed, combinations;NA;NA;NA;NA;LINAZA, COMBINACIONES
A06AD;Osmotically acting laxatives;NA;NA;NA;NA;LAXANTES DE ACCIÓN OSMÓTICA
A06AD01;magnesium carbonate;7;g;O;NA;CARBONATO DE MAGNESIO
A06AD02;magnesium oxide;7;g;O;NA;ÓXIDO DE MAGNESIO
A06AD03;magnesium peroxide;NA;NA;NA;NA;PERÓXIDO DE MAGNESIO
A06AD04;magnesium sulfate;7;g;O;NA;SULFATO DE MAGNESIO
A06AD10;mineral salts in combination;NA;NA;NA;NA;SALES MINERALES EN COMBINACIÓN
A06AD11;lactulose;6.7;g;O;NA;LACTULOSA
A06AD12;lactitol;10;g;O;NA;LACTITOL
A06AD13;sodium sulfate;NA;NA;NA;NA;SULFATO DE SODIO
A06AD14;pentaerithrityl;NA;NA;NA;NA;PENTAERITRITILO
A06AD15;macrogol;10;g;O;NA;MACROGOL
A06AD16;mannitol;NA;NA;NA;NA;MANITOL
A06AD17;sodium phosphate;50;g;O;NA;FOSFATO DE SODIO
A06AD18;sorbitol;10;g;O;NA;SORBITOL
A06AD19;magnesium citrate;NA;NA;NA;NA;CITRATO DE MAGNESIO
A06AD21;sodium tartrate;NA;NA;NA;NA;TARTRATO DE SODIO
A06AD61;lactulose, combinations;NA;NA;NA;NA;LACTULOSA, COMBINACIONES
A06AD65;macrogol, combinations;NA;NA;NA;NA;MACROGOL, COMBINACIONES
A06AG;Enemas;NA;NA;NA;NA;ENEMAS
A06AG01;sodium phosphate;NA;NA;NA;NA;FOSFATO DE SODIO
A06AG02;bisacodyl;NA;NA;NA;NA;BISACODILO
A06AG03;dantron, incl. combinations;NA;NA;NA;NA;DANTRON, INCL. COMBINACIONES
A06AG04;glycerol;NA;NA;NA;NA;GLICEROL
A06AG06;oil;NA;NA;NA;NA;ACEITE
A06AG07;sorbitol;NA;NA;NA;NA;SORBITOL
A06AG10;docusate sodium, incl. combinations;NA;NA;NA;NA;DOCUSATO SÓDICO, INCL. COMBINACIONES
A06AG11;sodium lauryl sulfoacetate, incl. combinations;NA;NA;NA;NA;LAURIL SULFOACETATO DE SODIO, INCL. COMBINACIONES
A06AG20;combinations;NA;NA;NA;NA;COMBINACIONES
A06AH;Peripheral opioid receptor antagonists;NA;NA;NA;NA;ANTAGONISTAS DE LOS RECEPTORES OPIOIDES PERIFÉRICOS
A06AH01;methylnaltrexone bromide;6;mg;P;NA;BROMURO DE METILNALTREXONA
A06AH02;alvimopan;NA;NA;NA;NA;ALVIMOPAN
A06AH03;naloxegol;25;mg;O;NA;NALOXEGOL
A06AH04;naloxone;NA;NA;NA;NA;NALOXONA
A06AH05;naldemedine;0.2;mg;O;NA;NALDEMEDINA
A06AX;Other drugs for constipation;NA;NA;NA;NA;OTROS MEDICAMENTOS PARA EL ESTREÑIMIENTO
A06AX01;glycerol;NA;NA;NA;NA;GLICEROL
A06AX02;carbon dioxide producing drugs;NA;NA;NA;NA;DROGAS PRODUCTORAS DE DIÓXIDO DE CARBONO
A06AX03;lubiprostone;NA;NA;NA;NA;LUBIPROSTONA
A06AX04;linaclotide;0.29;mg;O;NA;LINACLOTIDA
A06AX05;prucalopride;2;mg;O;NA;PRUCALOPRIDA
A06AX06;tegaserod;12;mg;O;NA;TEGASEROD
A06AX07;plecanatide;3;mg;O;NA;PLECANATIDE
A06AX08;tenapanor;NA;NA;NA;NA;TENAPANOR
A06AX09;elobixibat;NA;NA;NA;NA;ELOBIXIBAT
A07;ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS;NA;NA;NA;NA;ANTIDIARREICOS, ANTIINFLAMATORIOS/ANTIINFECCIOSOS INTESTINALES
A07A;INTESTINAL ANTIINFECTIVES;NA;NA;NA;NA;ANTIINFECCIOSOS INTESTINALES
A07AA;Antibiotics;NA;NA;NA;NA;ANTIBIÓTICOS
A07AA01;neomycin;5;g;O;NA;NEOMICINA
A07AA02;nystatin;1.5;MU;O;NA;NISTATINA
A07AA03;natamycin;0.3;g;O;NA;NATAMICINA
A07AA04;streptomycin;NA;NA;NA;NA;ESTREPTOMICINA
A07AA05;polymyxin B;3;MU;O;NA;POLIMIXINA B
A07AA06;paromomycin;3;g;O;NA;PAROMOMICINA
A07AA07;amphotericin B;0.4;g;O;NA;ANFOTERICINA B
A07AA08;kanamycin;3;g;O;NA;KANAMICINA
A07AA09;vancomycin;2;g;O;NA;VANCOMICINA
A07AA10;colistin;9;MU;O;NA;COLISTINA
A07AA11;rifaximin;0.6;g;O;NA;RIFAXIMINA
A07AA12;fidaxomicin;0.4;g;O;NA;FIDAXOMICINA
A07AA13;rifamycin;0.8;g;O;as sodium salt;RIFAMICINA
A07AA51;neomycin, combinations;NA;NA;NA;NA;NEOMICINA, COMBINACIONES
A07AA54;streptomycin, combinations;NA;NA;NA;NA;ESTREPTOMICINA, COMBINACIONES
A07AB;Sulfonamides;NA;NA;NA;NA;SULFONAMIDAS
A07AB02;phthalylsulfathiazole;9;g;O;NA;FTALISULFATIAZOL
A07AB03;sulfaguanidine;4;g;O;NA;SULFAGUANIDINA
A07AB04;succinylsulfathiazole;NA;NA;NA;NA;SUCCINILSULFATIAZOL
A07AC;Imidazole derivatives;NA;NA;NA;NA;DERIVADOS DEL IMIDAZOL
A07AC01;miconazole;1;g;O;NA;MICONAZOL
A07AX;Other intestinal antiinfectives;NA;NA;NA;NA;OTROS ANTIINFECCIOSOS INTESTINALES
A07AX01;broxyquinoline;NA;NA;NA;NA;BROXIQUINOLINA
A07AX02;acetarsol;NA;NA;NA;NA;ACETARSOL
A07AX03;nifuroxazide;0.6;g;O;NA;NIFUROXAZIDA
A07AX04;nifurzide;NA;NA;NA;NA;NIFURZIDE
A07B;INTESTINAL ADSORBENTS;NA;NA;NA;NA;ADSORENTES INTESTINALES
A07BA;Charcoal preparations;NA;NA;NA;NA;PREPARACIONES DE CARBÓN VEGETAL
A07BA01;medicinal charcoal;5;g;O;NA;CARBÓN VEGETAL MEDICINAL
A07BA51;medicinal charcoal, combinations;NA;NA;NA;NA;CARBÓN MEDICINAL, COMBINACIONES
A07BB;Bismuth preparations;NA;NA;NA;NA;PREPARACIONES DE BISMUTO
A07BC;Other intestinal adsorbents;NA;NA;NA;NA;OTROS ADSORBENTES INTESTINALES
A07BC01;pectin;NA;NA;NA;NA;PECTINA
A07BC02;kaolin;NA;NA;NA;NA;CAOLÍN
A07BC03;crospovidone;NA;NA;NA;NA;CROSPOVIDONA
A07BC04;attapulgite;NA;NA;NA;NA;ATAPULGITA
A07BC05;diosmectite;9;g;O;NA;DIOSMECTITA
A07BC30;combinations;NA;NA;NA;NA;COMBINACIONES
A07BC54;attapulgite, combinations;NA;NA;NA;NA;ATTAPULGITA, COMBINACIONES
A07C;ELECTROLYTES WITH CARBOHYDRATES;NA;NA;NA;NA;ELECTROLITOS CON HIDRATOS DE CARBONO
A07CA;Oral rehydration salt formulations;NA;NA;NA;NA;FORMULACIONES DE SALES DE REHIDRATACIÓN ORAL
A07D;ANTIPROPULSIVES;NA;NA;NA;NA;ANTIPROPULSORES
A07DA;Antipropulsives;NA;NA;NA;NA;ANTIPROPULSIVOS
A07DA01;diphenoxylate;15;mg;O;NA;DIFENOXILATO
A07DA02;opium;0.1;g;O;NA;OPIO
A07DA03;loperamide;10;mg;O;NA;LOPERAMIDA
A07DA04;difenoxin;NA;NA;NA;NA;DIFENOXINA
A07DA05;loperamide oxide;5;mg;O;NA;ÓXIDO DE LOPERAMIDA
A07DA06;eluxadoline;0.2;g;O;NA;ELUXADOLINA
A07DA52;morphine, combinations;NA;NA;NA;NA;MORFINA, COMBINACIONES
A07DA53;loperamide, combinations;NA;NA;NA;NA;LOPERAMIDA, COMBINACIONES
A07E;INTESTINAL ANTIINFLAMMATORY AGENTS;NA;NA;NA;NA;AGENTES ANTIINFLAMATORIOS INTESTINALES
A07EA;Corticosteroids acting locally;NA;NA;NA;NA;CORTICOSTEROIDES QUE ACTÚAN LOCALMENTE
A07EA01;prednisolone;NA;NA;NA;NA;PREDNISOLONA
A07EA02;hydrocortisone;NA;NA;NA;NA;HIDROCORTISONA
A07EA03;prednisone;NA;NA;NA;NA;PREDNISONA
A07EA04;betamethasone;NA;NA;NA;NA;BETAMETASONA
A07EA05;tixocortol;NA;NA;NA;NA;TIXOCORTOL
A07EA06;budesonide;9;mg;O;NA;BUDESONIDA
A07EA06;budesonide;1.5;mg;SL;NA;BUDESONIDA
A07EA07;beclometasone;NA;NA;NA;NA;BECLOMETASONA
A07EB;Antiallergic agents, excl. corticosteroids;NA;NA;NA;NA;ANTIALÉRGICOS, EXC. CORTICOSTEROIDES
A07EB01;cromoglicic acid;0.8;g;O;NA;ÁCIDO CROMOGLÍCICO
A07EC;Aminosalicylic acid and similar agents;NA;NA;NA;NA;ÁCIDO AMINOSALICÍLICO Y AGENTES SIMILARES
A07EC01;sulfasalazine;2;g;O;NA;SULFASALAZINA
A07EC01;sulfasalazine;2;g;R;NA;SULFASALAZINA
A07EC02;mesalazine;1.5;g;O;NA;MESALAZINA
A07EC02;mesalazine;1.5;g;R;NA;MESALAZINA
A07EC03;olsalazine;1;g;O;NA;OLSALAZINA
A07EC04;balsalazide;6.75;g;O;NA;BALSALAZIDA
A07F;ANTIDIARRHEAL MICROORGANISMS;NA;NA;NA;NA;MICROORGANISMOS ANTIDIARREICOS
A07FA;Antidiarrheal microorganisms;NA;NA;NA;NA;MICROORGANISMOS ANTIDIARREICOS
A07FA01;lactic acid producing organisms;NA;NA;NA;NA;ORGANISMOS PRODUCTORES DE ÁCIDO LÁCTICO
A07FA02;saccharomyces boulardii;1;g;O;NA;SACCHAROMYCES BOULARDII
A07FA03;escherichia coli;NA;NA;NA;NA;ESCHERICHIA COLI
A07FA51;lactic acid producing organisms, combinations;NA;NA;NA;NA;ORGANISMOS PRODUCTORES DE ÁCIDO LÁCTICO, COMBINACIONES
A07X;OTHER ANTIDIARRHEALS;NA;NA;NA;NA;OTROS ANTIDIARREICOS
A07XA;Other antidiarrheals;NA;NA;NA;NA;OTROS ANTIDIARREICOS
A07XA01;albumin tannate;3;g;O;NA;TANATO DE ALBÚMINA
A07XA02;ceratonia;NA;NA;NA;NA;CERATONIA
A07XA03;calcium compounds;NA;NA;NA;NA;COMPUESTOS DE CALCIO
A07XA04;racecadotril;NA;NA;NA;NA;DE RAZACADOTRIL
A07XA06;crofelemer;NA;NA;NA;NA;CROFELEMER
A07XA51;albumin tannate, combinations;NA;NA;NA;NA;TANATO DE ALBÚMINA, COMBINACIONES
A08;ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS;NA;NA;NA;NA;PREPARACIONES ANTIOBESIDAD, EXC. PRODUCTOS DIETÉTICOS
A08A;ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS;NA;NA;NA;NA;PREPARACIONES ANTIOBESIDAD, EXC. PRODUCTOS DIETÉTICOS
A08AA;Centrally acting antiobesity products;NA;NA;NA;NA;PRODUCTOS ANTIOBESIDAD DE ACCIÓN CENTRAL
A08AA01;phentermine;15;mg;O;NA;FENTERMINA
A08AA02;fenfluramine;0.12;g;O;NA;FENFLURAMINA
A08AA03;amfepramone;75;mg;O;NA;AMFEPRAMONA
A08AA04;dexfenfluramine;30;mg;O;NA;DEXFENFLURAMINA
A08AA05;mazindol;1;mg;O;NA;MAZINDOL
A08AA06;etilamfetamine;NA;NA;NA;NA;ETILAMFETAMINA
A08AA07;cathine;NA;NA;NA;NA;CATHINE
A08AA08;clobenzorex;NA;NA;NA;NA;CLOBENZOREX
A08AA09;mefenorex;NA;NA;NA;NA;MEFENOREX
A08AA10;sibutramine;10;mg;O;NA;SIBUTRAMINA
A08AA11;lorcaserin;NA;NA;NA;NA;LORCASERINA
A08AA12;setmelanotide;NA;NA;NA;NA;SETMELANOTIDE
A08AA51;phentermine and topiramate;NA;NA;NA;NA;FENTERMINA Y TOPIRAMATO
A08AA56;ephedrine, combinations;NA;NA;NA;NA;EFEDRINA, COMBINACIONES
A08AA62;bupropion and naltrexone;NA;NA;NA;NA;BUPROPIÓN Y NALTREXONA
A08AB;Peripherally acting antiobesity products;NA;NA;NA;NA;PRODUCTOS ANTIOBESIDAD DE ACCIÓN PERIFÉRICA
A08AB01;orlistat;0.36;g;O;NA;ORLISTAT
A08AX;Other antiobesity drugs;NA;NA;NA;NA;OTROS MEDICAMENTOS CONTRA LA OBESIDAD
A08AX01;rimonabant;20;mg;O;NA;RIMONABANT
A09;DIGESTIVES, INCL. ENZYMES;NA;NA;NA;NA;DIGESTIVOS, INCL. ENZIMAS
A09A;DIGESTIVES, INCL. ENZYMES;NA;NA;NA;NA;DIGESTIVOS, INCL. ENZIMAS
A09AA;Enzyme preparations;NA;NA;NA;NA;PREPARACIONES ENZIMÁTICAS
A09AA01;diastase;NA;NA;NA;NA;DIASTASA
A09AA02;multienzymes (lipase, protease etc.);NA;NA;NA;NA;MULTIENZIMAS (LIPASA, PROTEASA, ETC.)
A09AA03;pepsin;NA;NA;NA;NA;PEPSINA
A09AA04;tilactase;NA;NA;NA;NA;TILACTASA
A09AB;Acid preparations;NA;NA;NA;NA;PREPARACIONES ÁCIDAS
A09AB01;glutamic acid hydrochloride;1.5;g;O;NA;CLORHIDRATO DE ÁCIDO GLUTÁMICO
A09AB02;betaine hydrochloride;1;g;O;NA;CLORHIDRATO DE BETAÍNA
A09AB03;hydrochloric acid;NA;NA;NA;NA;ÁCIDO CLORHÍDRICO
A09AB04;citric acid;2;g;O;NA;ÁCIDO CÍTRICO
A09AC;Enzyme and acid preparations, combinations;NA;NA;NA;NA;PREPARACIONES ENZIMÁTICAS Y ÁCIDAS, COMBINACIONES
A09AC01;pepsin and acid preparations;NA;NA;NA;NA;PREPARACIONES DE PEPSINA Y ÁCIDO
A09AC02;multienzymes and acid preparations;NA;NA;NA;NA;MULTIENZIMAS Y PREPARACIONES ÁCIDAS
A10;DRUGS USED IN DIABETES;NA;NA;NA;NA;MEDICAMENTOS UTILIZADOS EN LA DIABETES
A10A;INSULINS AND ANALOGUES;NA;NA;NA;NA;INSULINAS Y ANÁLOGOS
A10AB;Insulins and analogues for injection, fast-acting;NA;NA;NA;NA;INSULINAS Y ANÁLOGOS INYECTABLES, DE ACCIÓN RÁPIDA
A10AB01;insulin (human);40;U;P;NA;INSULINA (HUMANA)
A10AB02;insulin (beef);40;U;P;NA;INSULINA (CARNE DE RES)
A10AB03;insulin (pork);40;U;P;NA;INSULINA (CARNE DE CERDO)
A10AB04;insulin lispro;40;U;P;NA;INSULINA LISPRO
A10AB05;insulin aspart;40;U;P;NA;INSULINA ASPART
A10AB06;insulin glulisine;40;U;P;NA;INSULINA GLULISINA
A10AB30;combinations;40;U;P;NA;COMBINACIONES
A10AC;Insulins and analogues for injection, intermediate-acting;NA;NA;NA;NA;INSULINAS Y ANÁLOGOS INYECTABLES, DE ACCIÓN INTERMEDIA
A10AC01;insulin (human);40;U;P;NA;INSULINA (HUMANA)
A10AC02;insulin (beef);40;U;P;NA;INSULINA (CARNE DE RES)
A10AC03;insulin (pork);40;U;P;NA;INSULINA (CARNE DE CERDO)
A10AC04;insulin lispro;40;U;P;NA;INSULINA LISPRO
A10AC30;combinations;40;U;P;NA;COMBINACIONES
A10AD;Insulins and analogues for injection, intermediate- or long-acting combined with fast-acting;NA;NA;NA;NA;INSULINAS Y ANÁLOGOS INYECTABLES, DE ACCIÓN INTERMEDIA O PROLONGADA COMBINADOS CON LÍQUIDOS DE ACCIÓN RÁPIDA
A10AD01;insulin (human);40;U;P;NA;INSULINA (HUMANA)
A10AD02;insulin (beef);40;U;P;NA;INSULINA (CARNE DE RES)
A10AD03;insulin (pork);40;U;P;NA;INSULINA (CARNE DE CERDO)
A10AD04;insulin lispro;40;U;P;NA;INSULINA LISPRO
A10AD05;insulin aspart;40;U;P;NA;INSULINA ASPART
A10AD06;insulin degludec and insulin aspart;40;U;P;NA;INSULINA DEGLUDEC E INSULINA ASPART
A10AD30;combinations;40;U;P;NA;COMBINACIONES
A10AE;Insulins and analogues for injection, long-acting;NA;NA;NA;NA;INSULINAS Y ANÁLOGOS INYECTABLES DE ACCIÓN PROLONGADA
A10AE01;insulin (human);40;U;P;NA;INSULINA (HUMANA)
A10AE02;insulin (beef);40;U;P;NA;INSULINA (CARNE DE RES)
A10AE03;insulin (pork);40;U;P;NA;INSULINA (CARNE DE CERDO)
A10AE04;insulin glargine;40;U;P;NA;INSULINA GLARGINA
A10AE05;insulin detemir;40;U;P;NA;INSULINA DETEMIR
A10AE06;insulin degludec;40;U;P;NA;INSULINA DEGLUDEC
A10AE07;insulin icodec;NA;NA;NA;NA;INSULINA ICODEC
A10AE30;combinations;40;U;P;NA;COMBINACIONES
A10AE54;insulin glargine and lixisenatide;40;U;P;Refers to insulin glargine;INSULINA GLARGINA Y LIXISENATIDA
A10AE56;insulin degludec and liraglutide;40;U;P;Refers to insulin degludec;INSULINA DEGLUDEC Y LIRAGLUTIDA
A10AF;Insulins and analogues for inhalation;NA;NA;NA;NA;INSULINAS Y ANÁLOGOS PARA INHALACIÓN
A10AF01;insulin (human);40;U;P;NA;INSULINA (HUMANA)
A10B;BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS;NA;NA;NA;NA;MEDICAMENTOS PARA REDUCIR LA GLUCOSA EN SANGRE, EXC. INSULINAS
A10BA;Biguanides;NA;NA;NA;NA;BIGUANIDAS
A10BA01;phenformin;0.1;g;O;NA;FENFORMINA
A10BA02;metformin;2;g;O;NA;METFORMINA
A10BA03;buformin;0.2;g;O;NA;BUFORMINA
A10BB;Sulfonylureas;NA;NA;NA;NA;SULFONILUREAS
A10BB01;glibenclamide;7;mg;O;microcryst.substance;GLIBENCLAMIDA
A10BB01;glibenclamide;10;mg;O;NA;GLIBENCLAMIDA
A10BB02;chlorpropamide;0.375;g;O;NA;CLORPROPAMIDA
A10BB03;tolbutamide;1.5;g;O;NA;TOLBUTAMIDA
A10BB04;glibornuride;38;mg;O;NA;GLIBORNURIA
A10BB05;tolazamide;0.5;g;O;NA;TOLAZAMIDA
A10BB06;carbutamide;0.75;g;O;NA;CARBUTAMIDA
A10BB07;glipizide;10;mg;O;NA;GLIPIZIDA
A10BB08;gliquidone;60;mg;O;NA;GLIQUIDONA
A10BB09;gliclazide;60;mg;O;NA;GLICLAZIDA
A10BB10;metahexamide;NA;NA;NA;NA;METAHEXAMIDA
A10BB11;glisoxepide;NA;NA;NA;NA;GLISOXEPIDE
A10BB12;glimepiride;2;mg;O;NA;GLIMEPIRIDA
A10BB31;acetohexamide;0.5;g;O;NA;ACETOHEXAMIDA
A10BC;Sulfonamides (heterocyclic);NA;NA;NA;NA;SULFONAMIDAS (HETEROCÍCLICAS)
A10BC01;glymidine;1;g;O;NA;GLIMIDINA
A10BD;Combinations of oral blood glucose lowering drugs;NA;NA;NA;NA;COMBINACIONES DE FÁRMACOS ORALES PARA REDUCIR LA GLUCOSA EN SANGRE
A10BD01;phenformin and sulfonylureas;NA;NA;NA;NA;FENFORMINA Y SULFONILUREAS
A10BD02;metformin and sulfonylureas;NA;NA;NA;NA;METFORMINA Y SULFONILUREAS
A10BD03;metformin and rosiglitazone;NA;NA;NA;NA;METFORMINA Y ROSIGLITAZONA
A10BD04;glimepiride and rosiglitazone;NA;NA;NA;NA;GLIMEPIRIDA Y ROSIGLITAZONA
A10BD05;metformin and pioglitazone;NA;NA;NA;NA;METFORMINA Y PIOGLITAZONA
A10BD06;glimepiride and pioglitazone;NA;NA;NA;NA;GLIMEPIRIDA Y PIOGLITAZONA
A10BD07;metformin and sitagliptin;NA;NA;NA;NA;METFORMINA Y SITAGLIPTINA
A10BD08;metformin and vildagliptin;NA;NA;NA;NA;METFORMINA Y VILDAGLIPTINA
A10BD09;pioglitazone and alogliptin;NA;NA;NA;NA;PIOGLITAZONA Y ALOGLIPTINA
A10BD10;metformin and saxagliptin;NA;NA;NA;NA;METFORMINA Y SAXAGLIPTINA
A10BD11;metformin and linagliptin;NA;NA;NA;NA;METFORMINA Y LINAGLIPTINA
